142	82	13423
456	82	13377
445	82	13387
673	82	13367
673	82	13382
673	82	13434
673	82	13457
737	82	13461
710	82	13415
710	82	13413
236	82	13353
236	82	13381
236	82	13384
236	82	13395
1354	82	13476
1354	82	13420
725	82	13481
725	82	13475
725	82	13489
725	82	13348
725	82	13371
725	82	13393
725	82	13413
725	82	13418
725	82	13419
725	82	13453
725	82	13467
725	82	13468
1118	82	13367
1118	82	13382
1118	82	13461
464	82	13382
1215	82	13367
1215	82	13382
1215	82	13411
1215	82	13461
524	82	13367
524	82	13452
1043	82	13458
1043	82	13476
1043	82	13340
1043	82	13386
1043	82	13396
1043	82	13435
368	82	13424
368	82	13359
368	82	13408
368	82	13412
368	82	13455
368	82	13491
368	82	13357
368	82	13366
368	82	13378
368	82	13379
368	82	13406
368	82	13423
368	82	13425
368	82	13429
368	82	13432
368	82	13433
368	82	13436
698	82	13422
352	82	13428
831	82	13476
746	82	13428
381	82	13353
381	82	13362
413	82	13471
413	82	13415
413	82	13439
413	82	13484
413	82	13487
413	82	13341
413	82	13346
413	82	13347
413	82	13355
413	82	13409
413	82	13382
413	82	13398
413	82	13401
413	82	13413
413	82	13444
1410	82	13450
1410	82	13339
1410	82	13352
1410	82	13383
136	82	13471
136	82	13415
136	82	13487
136	82	13490
136	82	13342
136	82	13345
136	82	13346
136	82	13347
136	82	13348
136	82	13350
136	82	13355
136	82	13356
136	82	13368
136	82	13409
136	82	13382
136	82	13398
136	82	13413
136	82	13430
136	82	13437
136	82	13444
136	82	13459
1267	82	13413
462	82	13360
401	82	13461
665	82	13485
476	82	13415
476	82	13413
476	82	13441
418	82	13364
418	82	13399
1266	82	13414
294	82	13377
63	82	13413
444	82	13407
510	82	13479
510	82	13483
510	82	13388
510	82	13400
576	82	13470
875	82	13348
875	82	13371
628	82	13360
108	82	13424
108	82	13359
108	82	13408
108	82	13412
108	82	13357
108	82	13378
108	82	13389
108	82	13404
108	82	13406
108	82	13423
108	82	13425
108	82	13433
108	82	13436
546	82	13486
546	82	13431
1171	82	13418
1167	82	13403
1167	82	13417
319	82	13407
249	82	13473
930	82	13353
1409	82	13351
125	82	13481
125	82	13463
125	82	13475
125	82	13477
125	82	13478
125	82	13344
125	82	13348
125	82	13358
125	82	13363
125	82	13371
125	82	13375
125	82	13380
125	82	13385
125	82	13374
125	82	13393
125	82	13397
125	82	13405
125	82	13416
125	82	13418
125	82	13419
125	82	13421
125	82	13427
125	82	13442
125	82	13443
125	82	13447
125	82	13451
125	82	13453
125	82	13456
125	82	13460
125	82	13464
965	82	13349
466	82	13387
202	82	13390
513	82	13461
483	82	13415
483	82	13488
377	82	13407
315	82	13394
315	82	13465
696	82	13457
1462	82	13446
686	82	13348
472	82	13415
472	82	13347
472	82	13355
472	82	13409
472	82	13382
472	82	13413
832	82	13481
832	82	13475
832	82	13489
832	82	13343
832	82	13348
832	82	13361
832	82	13371
832	82	13393
832	82	13416
832	82	13418
832	82	13419
832	82	13421
832	82	13442
832	82	13443
832	82	13448
832	82	13453
832	82	13454
832	82	13460
832	82	13464
832	82	13467
832	82	13468
1216	82	13414
852	82	13354
852	82	13474
852	82	13478
852	82	13480
852	82	13482
852	82	13348
852	82	13365
852	82	13370
852	82	13371
852	82	13392
852	82	13402
852	82	13418
852	82	13438
852	82	13440
852	82	13449
852	82	13460
852	82	13462
852	82	13466
852	82	13469
541	82	13485
604	82	13415
604	82	13413
311	82	13369
311	82	13372
311	82	13373
331	82	13348
331	82	13448
411	82	13485
552	82	13426
1391	82	13367
1391	82	13413
351	82	13367
1195	82	13418
346	82	13353
346	82	13382
346	82	13384
346	82	13398
346	82	13413
346	82	13445
557	82	13476
557	82	13485
719	82	13407
797	82	13472
797	82	13376
797	82	13452
1418	82	13410
480	82	13428
626	82	13348
626	82	13418
296	82	13360
1140	82	13458
1140	82	13476
1140	82	13391
1140	82	13396
1140	82	13420
1402	81	8649
1402	81	8651
142	81	9726
142	81	11030
142	81	10563
142	81	7462
142	81	9001
142	81	4676
142	81	11031
667	81	11030
667	81	5885
667	81	6771
667	81	11031
342	81	11643
342	81	12204
309	81	5848
309	81	5894
309	81	11620
309	81	11618
309	81	11619
703	81	11966
703	81	11030
703	81	5897
703	81	7112
703	81	5885
703	81	5848
703	81	5883
703	81	5846
703	81	5903
703	81	10211
703	81	9927
703	81	11031
445	81	9610
445	81	4115
445	81	13139
445	81	8868
445	81	8862
445	81	8869
445	81	10368
445	81	6356
445	81	8872
445	81	8865
445	81	8866
445	81	8861
445	81	8863
445	81	11656
491	81	9696
491	81	11175
460	81	7842
460	81	5897
460	81	5859
460	81	7833
460	81	7863
460	81	7852
460	81	7826
460	81	7857
460	81	11660
460	81	7873
460	81	7830
460	81	10797
460	81	10368
460	81	7809
460	81	7869
460	81	6655
460	81	5900
460	81	7836
460	81	7814
460	81	7855
460	81	7822
460	81	7819
460	81	7844
460	81	7866
485	81	6020
685	81	5848
685	81	8175
685	81	5894
685	81	5900
685	81	12664
1461	81	4115
1461	81	5848
1461	81	13139
1461	81	8277
1461	81	10368
1461	81	10557
738	81	5894
738	81	11620
738	81	11731
196	81	5769
196	81	5797
196	81	8868
196	81	8862
196	81	6358
196	81	8867
196	81	5758
196	81	5650
196	81	10368
196	81	6356
196	81	5900
196	81	8866
196	81	8863
196	81	8873
335	81	9428
335	81	10425
335	81	10410
335	81	8741
120	81	4115
120	81	5885
120	81	5848
120	81	13139
120	81	10043
120	81	5883
120	81	10368
120	81	5900
934	81	6351
934	81	5848
934	81	11658
934	81	5894
934	81	5883
934	81	6866
934	81	6356
934	81	5900
934	81	8866
934	81	8861
657	81	11662
657	81	11985
657	81	5848
657	81	5079
673	81	10520
673	81	9963
673	81	9111
673	81	9882
673	81	11985
673	81	9156
673	81	5876
673	81	13139
673	81	12831
673	81	5894
673	81	9964
673	81	12934
673	81	13041
673	81	9962
673	81	12827
673	81	5851
673	81	5079
673	81	3909
673	81	6222
673	81	9731
673	81	6866
673	81	12798
673	81	9881
673	81	12738
673	81	10368
673	81	4354
673	81	12796
673	81	5900
673	81	11779
673	81	4523
673	81	12818
673	81	12173
242	81	5848
242	81	5894
242	81	13018
242	81	8869
242	81	5900
1315	81	5885
1315	81	5848
1315	81	5876
1315	81	10922
1315	81	5894
1315	81	5884
1315	81	5883
1315	81	5900
1315	81	10913
143	81	5769
143	81	5797
143	81	4574
143	81	5894
143	81	8868
143	81	6358
143	81	8867
143	81	5758
143	81	4586
143	81	5883
143	81	3879
143	81	5650
143	81	11619
143	81	8813
143	81	8866
143	81	4577
143	81	4597
143	81	4590
567	81	12803
567	81	8413
141	81	5894
141	81	5900
141	81	11383
141	81	11387
976	81	5769
976	81	12235
976	81	12243
976	81	5797
976	81	5708
976	81	12221
976	81	5680
976	81	12227
976	81	12237
976	81	5894
976	81	9154
