0	61	2641
1	61	1685
1	61	2864
1	61	3102
1	61	3347
1	61	3568
2	61	1750
3	61	2346
4	61	1626
4	61	1627
4	61	3026
4	61	3573
5	61	1802
5	61	2158
6	61	3074
6	61	3075
7	61	2160
7	61	2466
7	61	3267
8	61	1786
10	61	2160
11	61	1802
11	61	3437
12	61	2466
13	61	3436
13	61	3492
14	61	2090
15	61	3467
16	61	3467
17	61	3075
18	61	1975
19	61	1627
19	61	3031
19	61	3511
20	61	1659
20	61	3146
20	61	3200
21	61	1765
21	61	1766
21	61	1767
22	61	2466
23	61	1872
23	61	2330
23	61	2626
24	61	1718
24	61	1827
24	61	1872
24	61	2263
25	61	2265
26	61	3004
26	61	3324
27	61	1914
28	61	1979
28	61	2714
28	61	3229
29	61	1633
29	61	3098
30	61	1766
30	61	1767
31	61	1766
31	61	1767
32	61	2113
32	61	3033
33	61	3151
34	61	1626
34	61	1627
34	61	1725
34	61	1745
34	61	2227
34	61	2489
34	61	3573
35	61	1786
35	61	2139
35	61	2297
35	61	2404
36	61	1841
38	61	1979
39	61	1975
40	61	3186
41	61	3268
42	61	1626
42	61	1725
42	61	2227
42	61	3026
43	61	1872
43	61	2330
43	61	2626
44	61	3186
45	61	2977
45	61	3130
45	61	3481
46	61	1627
46	61	1972
47	61	2569
48	61	2013
49	61	3484
49	61	3541
50	61	1576
51	61	2618
52	61	3186
53	61	3488
54	61	1994
55	61	1627
55	61	1782
55	61	1949
56	61	3026
57	61	3026
58	61	2528
58	61	2939
59	61	1718
60	61	3029
61	61	1611
62	61	1576
62	61	2022
63	61	3533
64	61	1571
64	61	2138
64	61	2477
65	61	1745
65	61	2043
66	61	1892
67	61	2180
68	61	2569
68	61	3186
69	61	2447
69	61	2448
69	61	2714
69	61	2911
69	61	2972
69	61	3444
69	61	3529
70	61	1607
70	61	2325
70	61	2401
70	61	2483
70	61	3406
71	61	3550
72	61	3257
73	61	3406
74	61	1916
75	61	2216
76	61	3002
77	61	1850
77	61	2660
77	61	3096
77	61	3144
78	61	2176
78	61	2375
78	61	3026
79	61	1782
79	61	2586
79	61	3327
80	61	2483
81	61	3134
81	61	3406
82	61	1729
82	61	1742
82	61	2055
82	61	2189
82	61	3299
82	61	3530
83	61	1913
83	61	2176
83	61	2193
83	61	2375
84	61	1670
84	61	1673
84	61	2560
84	61	3002
85	61	1607
85	61	2262
85	61	2985
85	61	3134
85	61	3406
86	61	1913
86	61	1918
86	61	2089
86	61	2090
86	61	2326
86	61	2533
86	61	3406
86	61	3577
87	61	1836
87	61	2483
87	61	3134
87	61	3406
87	61	3445
88	61	1911
88	61	3445
89	61	2324
89	61	3134
89	61	3406
90	61	2327
91	61	3263
91	61	3445
91	61	3470
92	61	3152
93	61	1913
93	61	1918
93	61	2087
93	61	2089
93	61	2090
93	61	2193
93	61	2533
93	61	3406
94	61	1904
94	61	1905
94	61	1911
94	61	2241
94	61	2955
95	61	2124
96	61	1908
97	61	1908
97	61	2608
98	61	1951
99	61	1633
99	61	3530
100	61	3438
101	61	2075
101	61	3313
102	61	2071
102	61	2109
103	61	1814
103	61	2097
103	61	2233
103	61	2631
104	61	2252
104	61	3579
105	61	2919
106	61	3257
107	61	2101
107	61	2102
108	61	1921
108	61	2075
109	61	2093
109	61	2399
110	61	1887
110	61	1947
111	61	1850
112	61	1682
112	61	1683
112	61	2363
112	61	2442
112	61	2576
112	61	2981
112	61	3139
112	61	3250
113	61	1936
114	61	1575
114	61	1643
114	61	1710
114	61	1734
114	61	1775
114	61	1818
114	61	1856
114	61	1875
114	61	1964
114	61	1996
114	61	2030
114	61	2079
114	61	2130
114	61	2249
114	61	2309
114	61	2335
114	61	2435
114	61	2436
114	61	2471
114	61	2480
114	61	2493
114	61	2636
114	61	2651
114	61	2654
114	61	2655
114	61	2936
114	61	2937
114	61	2943
114	61	3085
114	61	3128
114	61	3145
114	61	3278
114	61	3281
114	61	3331
114	61	3345
114	61	3508
115	61	2325
115	61	2565
116	61	1623
116	61	1640
116	61	1723
116	61	1729
116	61	1789
116	61	2044
116	61	2055
116	61	2093
116	61	2154
116	61	2219
116	61	2320
116	61	2393
116	61	2537
116	61	3009
116	61	3299
116	61	3530
117	61	3555
118	61	2018
118	61	2282
118	61	3460
119	61	1908
119	61	2156
120	61	1643
120	61	1707
120	61	1732
120	61	2130
120	61	2435
120	61	2471
120	61	2653
120	61	2658
120	61	2663
120	61	2935
120	61	2936
120	61	2943
120	61	3066
120	61	3085
120	61	3145
120	61	3221
120	61	3225
120	61	3226
120	61	3304
120	61	3345
120	61	3522
121	61	3106
122	61	2307
122	61	2366
122	61	2398
122	61	3023
123	61	1575
124	61	1922
